"","county","ideal","intend","ideal2","intend2","npop"
"1",110101,1.70736465545617,1.3199206086868,0.688123580409883,0.394664108225121,168076
"2",110102,1.78531042800168,1.25396223047177,0.756623647784618,0.367156957429827,195376
"3",110105,1.81703075603937,1.44299424210717,0.782992376353889,0.490591017546555,1158775
"4",110106,1.83323858708611,1.42284962718504,0.800013668637552,0.467354754053688,655566
"5",110107,1.79158242999312,1.31879994272306,0.742709554836416,0.372151298950528,183601
"6",110108,1.77239317401785,1.38395462325493,0.751895154890107,0.444776776068228,1106363
"7",110109,1.81887897739423,1.51262172084187,0.797260551576306,0.510180934816233,79613
"8",110111,1.81828949669649,1.47249426104672,0.794215660970965,0.472101587938689,270734
"9",110112,1.76867973613424,1.45327366933477,0.756774346743629,0.46589243207622,366640
"10",110113,1.76982927207876,1.55233181750158,0.746280514779767,0.528991714051928,267956
"11",110114,1.75988759069222,1.48847198563307,0.742431284892253,0.50705292597574,543273
"12",110115,1.90952853868587,1.52428806028689,0.816378116506597,0.567311486640595,429334
"13",110116,1.88710272480157,1.45812573807338,0.83918026984803,0.468258591537149,106192
"14",110117,1.85218844943099,1.53614477645705,0.841632845419364,0.543971952762422,113788
"15",110228,1.89276553098577,1.58249097156448,0.835230367383708,0.502610086033617,132511
"16",110229,1.82133628739049,1.60972350747836,0.817235884739762,0.574126723792718,93071
"17",120101,1.71901709815209,1.3802095141104,0.703913199760134,0.436702545760865,72579
"18",120102,1.55140337690327,1.24696314487496,0.602767808129351,0.263353425805123,226643
"19",120103,1.73238795753545,1.3843901329946,0.701930944595881,0.39523139984019,248862
"20",120104,1.7098054167356,1.31575118666362,0.688890778233324,0.356938231784391,291377
"21",120105,1.76351189260848,1.34398201055658,0.721575242623388,0.388254682627497,196577
"22",120106,1.77578154883698,1.34417837347469,0.753117562850051,0.370322426847975,139759
"23",120110,1.7751433952482,1.50164494113633,0.754685233862894,0.506872955719002,167097
"24",120111,1.82969882262234,1.54830316005742,0.769360480631265,0.578310979385955,242573
"25",120112,1.82681250080289,1.58390571723338,0.789717016393183,0.559115678719249,162821
"26",120113,1.80235247781303,1.41103309432938,0.765219877931051,0.429417161027708,196636
"27",120114,1.81167611233585,1.58967532151696,0.790145925230702,0.570168513588506,256419
"28",120115,1.90730571168601,1.62792042858613,0.864727946602316,0.61267767932838,228225
"29",120116,1.79830161029027,1.53700514151587,0.778426098801724,0.544977232863023,713691
"30",120221,1.90675992303652,1.72301704882622,0.885539157797176,0.674463415449448,111114
"31",120223,1.93898501276432,1.81370326256835,0.890784039431604,0.733390886758641,174363
"32",120225,1.95293518695117,1.88120539547814,0.904892407625497,0.796394650263478,209320
"33",130102,1.91376988218942,1.62110968425764,0.870941673817663,0.600858426434624,149944
"34",130104,1.8631304306184,1.48268786641934,0.835596170422193,0.537491289652138,215093
"35",130105,1.86799462962119,1.39277994046327,0.85771631247007,0.473915041729522,214750
"36",130107,1.9757553128413,1.65402507470715,0.9181297034941,0.681437846917904,25292
"37",130108,1.86501846454184,1.62155492451293,0.855665198926963,0.606663251588384,219531
"38",130121,2.04263405305846,2.06769305913975,0.932087795960077,0.896886208224861,79692
"39",130123,1.96642400877498,1.95055899861494,0.911844125670425,0.845723922471646,137916
"40",130124,2.07602184619482,2.0415470034435,0.919984405820237,0.850425084968446,106915
